X,Y,Unique.Squirrel.ID,Hectare,Shift,Date,Hectare.Squirrel.Number,Age,Primary.Fur.Color,Highlight.Fur.Color,Combination.of.Primary.and.Highlight.Color,Color.notes,Location,Above.Ground.Sighter.Measurement,Specific.Location,Running,Chasing,Climbing,Eating,Foraging,Other.Activities,Kuks,Quaas,Moans,Tail.flags,Tail.twitches,Approaches,Indifferent,Runs.from,Other.Interactions,Lat.Long
-73.9671549566066,40.7751342870705,14H-AM-1007-01,14H,AM,10072018,1,Adult,Gray,,Gray+,,Above Ground,180,top of tree,true,false,false,false,false,jumping between branches,false,false,false,false,false,false,true,false,,POINT (-73.9671549566066 40.7751342870705)
-73.9653279069888,40.7758743113817,15I-AM-1008-02,15I,AM,10082018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,Could be same squirrel as #1?,Above Ground,4,on fence,false,false,false,true,false,,false,false,false,false,false,false,false,true,,POINT (-73.9653279069888 40.7758743113817)
-73.9558809064648,40.7952765022241,38E-PM-1014-03,38E,PM,10142018,3,,Gray,,Gray+,,Ground Plane,FALSE,THICK UNDERGROWTH,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9558809064648 40.7952765022241)
-73.9662939630722,40.7878502338031,26B-AM-1010-01,26B,AM,10102018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,running across bridle path,true,false,false,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9662939630722 40.7878502338031)
-73.9613051957306,40.7909351393505,31D-AM-1014-02,31D,AM,10142018,2,Juvenile,Gray,White,Gray+White,,Ground Plane,FALSE,Undergrowth,false,false,false,false,true,,false,false,false,false,false,false,false,true,,POINT (-73.9613051957306 40.7909351393505)
-73.9580109357087,40.7855654405447,28I-AM-1013-01,28I,AM,10132018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,Jumped onto path & then back into brush,false,false,false,false,false,stood on fence,false,false,false,false,false,false,false,true,,POINT (-73.9580109357087 40.7855654405447)
-73.9675047480308,40.7789234397249,17E-AM-1017-01,17E,AM,10172018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,Pond area,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9675047480308 40.7789234397249)
-73.9785536529136,40.7716184505002,6A-PM-1012-07,06A,PM,10122018,7,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,elevated ground,false,true,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9785536529136 40.771618450500206)
-73.9719036217446,40.7803588122409,17A-AM-1017-01,17A,AM,10172018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,3,ground & tree,true,false,true,false,true,,false,false,false,false,true,false,false,true,,POINT (-73.9719036217446 40.7803588122409)
-73.9809610117171,40.7683896665502,2A-AM-1010-02,02A,AM,10102018,2,,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,,perched on small fence,false,false,false,true,false,,false,false,false,false,true,false,false,true,,POINT (-73.9809610117171 40.7683896665502)
-73.9703401385684,40.7795238784266,17C-PM-1013-01,17C,PM,10132018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,then perched on 2-ft high border fencing,false,false,false,false,true,,false,false,false,false,false,false,false,true,,POINT (-73.9703401385684 40.7795238784266)
-73.9704575848926,40.7693499326095,7H-PM-1006-09,07H,PM,10062018,9,Adult,Black,,Black+,,Ground Plane,FALSE,by tree,false,false,false,true,true,,false,false,false,true,false,true,false,true,,POINT (-73.9704575848926 40.7693499326095)
-73.9707683621584,40.7759815566123,13E-AM-1017-11,13E,AM,10172018,11,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,,on/in log,true,false,false,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9707683621584 40.77598155661231)
-73.9695745672033,40.7791835122147,17D-AM-1008-06,17D,AM,10082018,6,,,,+,,Above Ground,,"high in tree, couldn't see it, only heard it",false,false,false,false,false,,true,false,false,false,false,false,false,false,,POINT (-73.9695745672033 40.7791835122147)
-73.9767949141123,40.774454583585,9A-PM-1010-01,09A,PM,10102018,1,Adult,,,+,,Ground Plane,FALSE,by large tree in sectioned off area,false,false,true,false,false,i think it climbed the tree when i first saw it.,false,false,false,false,false,false,true,false,,POINT (-73.9767949141123 40.774454583585)
-73.9685080639873,40.7745309794155,13G-PM-1008-03,13G,PM,10082018,3,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,20,maple tree,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9685080639873 40.77453097941551)
-73.970465600402,40.7701125773248,7H-PM-1006-05,07H,PM,10062018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,"Ran across path to eat behind fence, next to the fence.",true,false,false,true,true,,false,false,false,false,true,false,false,true,,POINT (-73.970465600402 40.7701125773248)
-73.9691261755936,40.7702929428604,8I-AM-1006-12,08I,AM,10062018,12,Adult,Gray,,Gray+,,Above Ground,50,tree,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9691261755936 40.7702929428604)
-73.9529230207908,40.7960663442573,40G-PM-1013-06,40G,PM,10132018,6,Juvenile,Gray,,Gray+,,Ground Plane,FALSE,along the road,false,false,false,true,false,,false,false,false,false,false,false,false,false,,POINT (-73.9529230207908 40.7960663442573)
-73.9574749571848,40.7981898890735,40C-PM-1006-08,40C,PM,10062018,8,Adult,Gray,,Gray+,,Ground Plane,FALSE,By the main road,true,false,false,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9574749571848 40.7981898890735)
-73.9661694463488,40.7757530583569,15H-PM-1008-07,15H,PM,10082018,7,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,along bottom of rock outcropping,false,false,false,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9661694463488 40.7757530583569)
-73.9776044578446,40.7697607308033,4C-PM-1010-15,04C,PM,10102018,15,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,,on tree,false,true,false,false,false,chasing #14,false,false,false,false,false,false,true,false,,POINT (-73.9776044578446 40.7697607308033)
-73.9711176999471,40.7724278547281,10F-PM-1019-06,10F,PM,10192018,6,Adult,Gray,White,Gray+White,,Above Ground,10,Different tree,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9711176999471 40.7724278547281)
-73.9686304581526,40.7773631337117,15E-PM-1008-01,15E,PM,10082018,1,Adult,Gray,,Gray+,,Above Ground,4,on fallen tree,true,false,false,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9686304581526 40.7773631337117)
-73.9783185278595,40.7724861675504,7A-AM-1006-03,07A,AM,10062018,3,Adult,Gray,,Gray+,"3/4 length tail, hair loss",Above Ground,20,"in trees, then to ground",true,false,true,false,false,jumping,false,false,false,false,false,false,true,false,,POINT (-73.9783185278595 40.7724861675504)
-73.96797780019,40.7847629473258,23B-PM-1012-05,23B,PM,10122018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,5,chain link fence,false,true,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.96797780019 40.7847629473258)
-73.9648626810032,40.7804506112843,20G-AM-1018-02,20G,AM,10182018,2,Adult,Gray,,Gray+,,Above Ground,5,Ran up tree,true,false,true,false,false,,true,false,false,false,false,false,false,false,,POINT (-73.9648626810032 40.7804506112843)
-73.9595757792683,40.7899242643847,31E-PM-1006-01,31E,PM,10062018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,under bushes,false,false,false,false,true,,false,true,false,false,false,false,true,false,,POINT (-73.9595757792683 40.7899242643847)
-73.9677054870327,40.778992870166,17E-AM-1017-03,17E,AM,10172018,3,Adult,Gray,,Gray+,,Above Ground,9,Tree trunk,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9677054870327 40.778992870166)
-73.9675472064204,40.7835947167436,22C-PM-1006-06,22C,PM,10062018,6,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,10,on tree,false,false,false,true,false,,false,false,false,false,false,false,false,false,,POINT (-73.9675472064204 40.7835947167436)
-73.9677654289757,40.786785529449,25A-AM-1013-03,25A,AM,10132018,3,,Gray,,Gray+,,Above Ground,15,BIG TREE,false,false,false,false,false,being chased by #2,false,false,false,false,false,false,true,false,,POINT (-73.9677654289757 40.786785529449)
-73.9675023138703,40.7872554700995,25A-PM-1007-01,25A,PM,10072018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,40,tree,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9675023138703 40.7872554700995)
-73.9706851546184,40.7780777016038,15D-PM-1017-04,15D,PM,10172018,4,Adult,Cinnamon,,Cinnamon+,,Above Ground,2,on fence,true,false,false,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9706851546184 40.7780777016038)
-73.9607608482656,40.7954687648248,36A-PM-1013-06,36A,PM,10132018,6,,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,EDGE OF WOODS,false,false,false,true,false,,false,false,false,false,false,false,true,false,,POINT (-73.9607608482656 40.7954687648248)
-73.9557263533489,40.7939505791448,37F-PM-1014-02,37F,PM,10142018,2,Juvenile,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,LAWN,false,false,false,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.95572635334891 40.7939505791448)
-73.9545101041865,40.7903823616782,34I-PM-1010-03,34I,PM,10102018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,in the playground.,true,false,false,false,true,with some nuts in the mouth,false,false,false,false,false,false,false,false,,POINT (-73.9545101041865 40.7903823616782)
-73.9595645962539,40.7899599350145,31E-PM-1006-03,31E,PM,10062018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,under bushes,false,false,false,true,true,burying,false,false,false,false,false,false,true,false,,POINT (-73.9595645962539 40.7899599350145)
-73.9741846413977,40.7762518164182,12B-PM-1018-01,12B,PM,10182018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,Climbing up rocks,false,false,true,false,true,climbing (up rocks),false,false,false,false,false,false,false,true,,POINT (-73.9741846413977 40.7762518164182)
-73.975086415444,40.7671990131313,3F-AM-1006-01,03F,AM,10062018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,just to right when enter sanctuary,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.975086415444 40.7671990131313)
-73.9591667162801,40.7937602121568,35D-PM-1013-07,35D,PM,10132018,7,Juvenile,Gray,White,Gray+White,,Above Ground,12,tree,false,false,true,false,false,,false,false,false,false,true,false,true,false,,POINT (-73.95916671628011 40.7937602121568)
-73.953287300494,40.793520326789,37H-PM-1006-04,37H,PM,10062018,4,,,,+,,Above Ground,43,tree,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.953287300494 40.793520326789)
-73.9626120417397,40.7905126358626,30C-AM-1014-02,30C,AM,10142018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,on a rock,true,false,false,false,true,,false,false,false,false,true,false,true,false,,POINT (-73.9626120417397 40.7905126358626)
-73.9591957793992,40.7949568873453,36C-PM-1013-01,36C,PM,10132018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,Clearing near bike path (bikes active),false,true,false,true,true,,false,false,false,false,true,false,true,false,,POINT (-73.9591957793992 40.7949568873453)
-73.9735120882106,40.7715915415169,8E-PM-1008-07,08E,PM,10082018,7,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,"5, 6, 7 all at same tree trunk base",false,true,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9735120882106 40.7715915415169)
-73.9667755678511,40.7760256836088,15H-PM-1008-02,15H,PM,10082018,2,Adult,Gray,,Gray+,,Above Ground,10,oak tree,false,true,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9667755678511 40.7760256836088)
-73.9613351649026,40.7909866851357,31D-AM-1014-03,31D,AM,10142018,3,,Gray,White,Gray+White,,Ground Plane,FALSE,Undergrowth,false,false,false,false,true,,false,false,false,false,false,false,false,true,,POINT (-73.9613351649026 40.7909866851357)
-73.9792754037291,40.767969070039896,2C-AM-1010-08,02C,AM,10102018,8,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,3,stay on side of trunk,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9792754037291 40.7679690700399)
-73.9594120573719,40.7841945750598,26I-PM-1010-05,26I,PM,10102018,5,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,10,tree,false,false,true,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9594120573719 40.7841945750598)
-73.9680833729772,40.7741871025115,12H-PM-1007-08,12H,PM,10072018,8,,,,+,,Above Ground,7,in tree,false,false,false,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9680833729772 40.7741871025115)
-73.9708002461415,40.7726685284831,10F-PM-1019-10,10F,PM,10192018,10,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,Arbor path & hill w/ bushes,true,false,false,true,true,,false,false,false,false,true,false,true,false,,POINT (-73.9708002461415 40.7726685284831)
-73.9596006938677,40.7834706440535,25I-PM-1007-07,25I,PM,10072018,7,Adult,Gray,,Gray+,,Above Ground,,playing very high in tree w/ #8,false,false,false,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9596006938677 40.7834706440535)
-73.9622030085794,40.7917723228749,32B-AM-1017-01,32B,AM,10172018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,10,ran up a tree,true,false,false,false,true,,false,false,false,false,false,false,false,true,,POINT (-73.9622030085794 40.7917723228749)
-73.9533923917973,40.7961701874769,40G-AM-1007-01,40G,AM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,25,large tree,false,false,true,true,false,,false,false,false,false,false,false,true,false,,POINT (-73.9533923917973 40.7961701874769)
-73.9738817388158,40.7712709366093,7E-AM-1006-01,07E,AM,10062018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,under a tree,false,false,false,true,false,,false,false,false,false,false,false,false,false,,POINT (-73.9738817388158 40.7712709366093)
-73.9532838338416,40.7931112674583,37H-AM-1018-01,37H,AM,10182018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,Right behind fence of the conservatory,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9532838338416 40.7931112674583)
-73.971791854883,40.7802971729784,17B-PM-1012-01,17B,PM,10122018,1,Adult,Gray,,Gray+,,Above Ground,2,climbed a fence,true,false,false,false,true,,false,false,false,false,false,false,false,true,,POINT (-73.971791854883 40.7802971729784)
-73.960657061561,40.7956150744102,36A-PM-1013-08,36A,PM,10132018,8,,Gray,,Gray+,,Ground Plane,FALSE,"""FIELD""",true,false,false,false,false,running from #7,false,false,false,false,false,false,false,true,,POINT (-73.960657061561 40.7956150744102)
-73.9612349421547,40.7959586475744,36A-PM-1013-09,36A,PM,10132018,9,,Gray,,Gray+,,Ground Plane,FALSE,THICK UNDERGROWTH,true,false,false,false,false,,false,false,false,false,true,false,false,true,,POINT (-73.9612349421547 40.7959586475744)
-73.9676424599715,40.7777766106807,16F-AM-1008-01,16F,AM,10082018,1,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,near fence,false,false,false,false,true,,false,false,false,false,true,true,false,false,,POINT (-73.9676424599715 40.7777766106807)
-73.9772422664657,40.773436329163,8A-AM-1013-02,08A,AM,10132018,2,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,playground,true,false,false,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9772422664657 40.773436329163)
-73.980948293606,40.7685688850628,2A-PM-1019-04,02A,PM,10192018,4,Juvenile,Gray,White,Gray+White,,Above Ground,15,in tree!,true,false,false,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.980948293606 40.7685688850628)
-73.9645547556826,40.776877007081,16I-AM-1008-04,16I,AM,10082018,4,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,9,tree hollow,false,false,false,false,false,in hollow,false,false,false,false,false,false,false,false,curious,POINT (-73.9645547556826 40.776877007081)
-73.9558268731771,40.7952074193788,38E-PM-1014-04,38E,PM,10142018,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,THICK UNDERGROWTH,false,false,false,false,true,,false,false,false,false,false,false,false,true,,POINT (-73.9558268731771 40.7952074193788)
-73.9553038162633,40.7909367783223,34H-PM-1006-04,34H,PM,10062018,4,,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,,Elm tree,false,false,false,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9553038162633 40.790936778322305)
-73.9719111470164,40.7758789855474,12D-AM-1013-02,12D,AM,10132018,2,Adult,Gray,,Gray+,,Above Ground,7,Was on top of the edge of Bow Bridge,false,false,false,false,false,jumped off,false,false,false,true,false,false,false,true,,POINT (-73.9719111470164 40.7758789855474)
-73.9755569170561,40.7668006977526,2F-AM-1006-03,02F,AM,10062018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,25,in tree,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9755569170561 40.7668006977526)
-73.9720347089273,40.7727750272024,9E-PM-1014-01,09E,PM,10142018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,Gathering/digging in grassy area b/w trees,false,false,false,false,true,looked like it was smelling/digging in the ground,false,false,false,false,true,false,true,false,indifferent (was in a grassy area with no humans nearby),POINT (-73.9720347089273 40.7727750272024)
-73.9691293546408,40.7703219076549,8I-AM-1006-11,08I,AM,10062018,11,Adult,Gray,,Gray+,,Above Ground,50,tree,false,true,false,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9691293546408 40.77032190765491)
-73.9552035011902,40.7889851896334,32I-AM-1013-06,32I,AM,10132018,6,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,3,In and below shrub,false,false,true,false,true,,false,false,false,true,false,false,true,false,,POINT (-73.9552035011902 40.7889851896334)
-73.9695305555392,40.7757541971012,13F-PM-1008-03,13F,PM,10082018,3,Adult,Gray,,Gray+,,Above Ground,15,tree,false,false,false,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9695305555392 40.7757541971012)
-73.9710951149579,40.772501245008,10F-PM-1019-04,10F,PM,10192018,4,Adult,Black,,Black+,,Ground Plane,FALSE,"Behind fence, grass",false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9710951149579 40.772501245008)
-73.9707012345661,40.7758938984066,13E-PM-1008-03,13E,PM,10082018,3,Juvenile,Gray,White,Gray+White,,Above Ground,10,hanging upside down to get a nut,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9707012345661 40.7758938984066)
-73.9563311167069,40.7950901563337,38E-AM-1010-12,38E,AM,10102018,12,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,running on rocks,false,true,false,false,false,,false,false,false,true,false,false,false,false,runs toward something,POINT (-73.9563311167069 40.7950901563337)
-73.9782120139407,40.7717154468791,6A-AM-1006-05,06A,AM,10062018,5,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,4,tree,false,false,true,false,false,,false,false,false,true,true,false,false,false,curious,POINT (-73.9782120139407 40.7717154468791)
-73.9685859705486,40.7848805065322,23A-AM-1018-04,23A,AM,10182018,4,Adult,Gray,,Gray+,,Above Ground,3,Tree,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9685859705486 40.7848805065322)
-73.9737100743183,40.7708360121735,7E-PM-1013-03,07E,PM,10132018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,Ground & Tree Base,false,false,false,false,true,,false,false,false,true,true,false,true,false,,POINT (-73.9737100743183 40.7708360121735)
-73.9532657715601,40.7949046809422,39G-AM-1018-02,39G,AM,10182018,2,Juvenile,Gray,,Gray+,,Above Ground,25,Tree,false,false,false,false,false,sitting & watching,false,false,false,false,false,false,true,false,,POINT (-73.9532657715601 40.7949046809422)
-73.9595485734618,40.7835326425693,25I-PM-1007-08,25I,PM,10072018,8,Adult,Gray,,Gray+,,Above Ground,,playing very high in tree w/ #7,false,false,false,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9595485734618 40.7835326425693)
-73.9674631254594,40.7790076357696,17E-AM-1017-10,17E,AM,10172018,10,Juvenile,Gray,,Gray+,,Above Ground,2,Fence,true,false,false,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9674631254594 40.7790076357696)
-73.9722737593623,40.768963018754,6G-AM-1008-04,06G,AM,10082018,4,Juvenile,Gray,Cinnamon,Gray+Cinnamon,very long tail,Above Ground,20,tree,true,false,true,false,false,,false,false,false,false,true,false,false,true,,POINT (-73.9722737593623 40.768963018754)
-73.9655955841325,40.7762063860571,15H-PM-1008-04,15H,PM,10082018,4,,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,edge of landscape,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9655955841325 40.7762063860571)
-73.9761579527932,40.7755877312075,10A-PM-1014-02,10A,PM,10142018,2,Adult,Gray,"Black, Cinnamon","Gray+Black, Cinnamon",,Ground Plane,FALSE,in the bushes beneath a tree,false,false,false,true,true,,false,false,false,false,true,false,true,false,,POINT (-73.9761579527932 40.7755877312075)
-73.9541500874008,40.7920329989756,35H-AM-1013-02,35H,AM,10132018,2,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,10,Sitting on tree limb,false,false,false,false,false,sitting,false,false,false,false,false,false,true,false,"watching me from tree,but calm",POINT (-73.9541500874008 40.7920329989756)
-73.9702970919317,40.7696883113413,7H-PM-1006-08,07H,PM,10062018,8,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,in grass,false,false,false,false,true,,false,false,false,false,true,true,false,true,,POINT (-73.9702970919317 40.7696883113413)
-73.9678154033099,40.7742783484486,12H-PM-1007-01,12H,PM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,10,in tree,false,false,false,true,false,,false,false,false,false,false,false,false,false,,POINT (-73.9678154033099 40.7742783484486)
-73.9676434256976,40.7862336624448,24A-PM-1007-04,24A,PM,10072018,4,Adult,Gray,,Gray+,,Above Ground,50,in tree,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9676434256976 40.7862336624448)
-73.9679309130266,40.7792437838039,17E-AM-1017-04,17E,AM,10172018,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,Shore,false,false,false,false,true,,false,false,false,false,false,false,false,false,,POINT (-73.9679309130266 40.779243783803906)
-73.9719460335398,40.7810508156287,18A-AM-1012-01,18A,AM,10122018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",White tail,Above Ground,3,tree,true,false,true,false,true,,false,false,false,false,true,false,false,true,,POINT (-73.9719460335398 40.7810508156287)
-73.959516757215,40.7952545908471,36C-PM-1013-04,36C,PM,10132018,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,On rock,true,false,false,false,true,,false,false,false,false,false,false,false,true,,POINT (-73.959516757215 40.7952545908471)
-73.9775735077285,40.7692872082165,4C-PM-1010-08,04C,PM,10102018,8,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,10,on stone arch,true,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9775735077285 40.7692872082165)
-73.9667474482967,40.7760643720793,15H-PM-1008-01,15H,PM,10082018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,10,Oak tree,false,true,false,false,false,watching me,false,true,false,true,false,false,false,false,observant,POINT (-73.9667474482967 40.7760643720793)
-73.9594357049738,40.7840678890949,25I-AM-1012-01,25I,AM,10122018,1,Adult,Cinnamon,,Cinnamon+,,Above Ground,4,on bar,false,false,false,true,false,,false,false,false,true,true,true,false,false,,POINT (-73.9594357049738 40.7840678890949)
-73.9765805609072,40.7692807820935,4D-PM-1008-07,04D,PM,10082018,7,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,hopped over fence and chased # 6 around tree & ran it to end of lawn,true,true,false,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9765805609072 40.7692807820935)
-73.9707339200738,40.7796333355689,17C-PM-1013-03,17C,PM,10132018,3,Adult,Gray,,Gray+,,Above Ground,20,in a tree,false,false,false,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9707339200738 40.7796333355689)
-73.960237785199,40.7907831607574,32E-PM-1017-16,32E,PM,10172018,16,Adult,Black,,Black+,,Ground Plane,FALSE,rocky outcrop,false,false,false,false,true,,false,false,false,false,false,false,false,true,,POINT (-73.960237785199 40.7907831607574)
-73.9608399003798,40.7817704502248,23I-AM-1019-01,23I,AM,10192018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,18,on a tree,false,false,true,false,false,,false,false,false,false,false,false,false,false,"eyed me warily,then went up the tree",POINT (-73.9608399003798 40.7817704502248)
-73.9568544270881,40.7972517274475,39D-AM-1008-06,39D,AM,10082018,6,Adult,Gray,,Gray+,,Above Ground,3,on rock,false,false,false,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9568544270881 40.7972517274475)
-73.9689504114652,40.7766770153764,14F-PM-1012-05,14F,PM,10122018,5,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Above Ground,2,on a fallen branch,true,false,false,true,false,sitting,false,false,false,false,false,false,false,false,looking at me,POINT (-73.9689504114652 40.7766770153764)
-73.9593244415072,40.794964729747,36C-PM-1013-03,36C,PM,10132018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,Clearing near bike path (bikes active),false,true,false,true,true,,false,false,false,false,true,false,true,false,,POINT (-73.9593244415072 40.794964729747)
-73.9647904085226,40.7911589002217,30A-PM-1020-02,30A,PM,10202018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",Cinnamon back. Gray & Cinnamon selected as Primary. White selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,Rock,false,false,false,true,false,,false,false,false,false,false,false,false,true,,POINT (-73.9647904085226 40.7911589002217)
-73.959070754026,40.7906675143413,32E-PM-1017-07,32E,PM,10172018,7,Adult,Gray,,Gray+,,Ground Plane,FALSE,treed area,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.959070754026 40.7906675143413)
-73.9803282698463,40.7680809889384,1B-PM-1019-09,01B,PM,10192018,9,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,Tree to ground,false,false,false,false,true,,false,false,false,true,false,false,true,false,,POINT (-73.9803282698463 40.7680809889384)
-73.9696762034757,40.7704883494264,8H-AM-1017-02,08H,AM,10172018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,7,root bed of tree,true,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9696762034757 40.7704883494264)
-73.9667206046912,40.7779993565098,17G-PM-1017-04,17G,PM,10172018,4,Adult,Gray,White,Gray+White,,Above Ground,10,tree & ground,true,true,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9667206046912 40.7779993565098)
-73.9525699067954,40.7937125788106,38I-PM-1014-01,38I,PM,10142018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,on the lawn East of the fountain,false,false,false,false,false,scampering thru the grass!,false,false,false,false,true,false,false,true,,POINT (-73.9525699067954 40.7937125788106)
